make,model,year_from,year_to,failure_reason,rfr_id,rfr_type_code,severity,frequency,pass_rate,total_tests
VOLKSWAGEN,CRAFTER CR35,2015,2019,31084,31084,M,Low,0.0363,0.8808,193
KIA,NIRO CONNECT,2020,2024,32037,32037,A,Low,0.09,0.9421,622
KIA,NIRO CONNECT,2020,2024,31194,31194,A,Low,0.0691,0.9421,622
KIA,NIRO CONNECT,2020,2024,30335,30335,A,Low,0.0482,0.9421,622
KIA,NIRO CONNECT,2020,2024,10003,10003,A,Low,0.0241,0.9421,622
KIA,NIRO CONNECT,2020,2024,31195,31195,A,Low,0.0209,0.9421,622
KIA,NIRO CONNECT,2020,2024,31009,31009,F,High,0.0161,0.9421,622
KIA,NIRO CONNECT,2020,2024,30895,30895,P,Low,0.0113,0.9421,622
KIA,NIRO CONNECT,2020,2024,30856,30856,M,Low,0.0096,0.9421,622
KIA,NIRO CONNECT,2020,2024,31186,31186,A,Low,0.0096,0.9421,622
KIA,NIRO CONNECT,2020,2024,30823,30823,M,Low,0.008,0.9421,622
FORD,ROLLER TEAM,2010,2014,30335,30335,A,Low,1.7019,0.7308,208
FORD,ROLLER TEAM,2010,2014,31156,31156,A,Low,0.7067,0.7308,208
FORD,ROLLER TEAM,2010,2014,31322,31322,A,Low,0.351,0.7308,208
FORD,ROLLER TEAM,2010,2014,30721,30721,A,Low,0.2356,0.7308,208
FORD,ROLLER TEAM,2010,2014,30701,30701,A,Low,0.1827,0.7308,208
FORD,ROLLER TEAM,2010,2014,32037,32037,A,Low,0.1683,0.7308,208
FORD,ROLLER TEAM,2010,2014,32049,32049,F,High,0.1442,0.7308,208
FORD,ROLLER TEAM,2010,2014,32041,32041,F,High,0.1346,0.7308,208
FORD,ROLLER TEAM,2010,2014,30968,30968,F,High,0.0721,0.7308,208
FORD,ROLLER TEAM,2010,2014,31084,31084,M,Low,0.0577,0.7308,208
MERCEDES-BENZ,AMG GLC,2020,2024,31195,31195,A,Low,0.3296,0.9418,807
MERCEDES-BENZ,AMG GLC,2020,2024,30329,30329,A,Low,0.3271,0.9418,807
MERCEDES-BENZ,AMG GLC,2020,2024,31194,31194,A,Low,0.2862,0.9418,807
MERCEDES-BENZ,AMG GLC,2020,2024,10003,10003,A,Low,0.166,0.9418,807
MERCEDES-BENZ,AMG GLC,2020,2024,31942,31942,A,Low,0.0595,0.9418,807
MERCEDES-BENZ,AMG GLC,2020,2024,30205,30205,F,High,0.052,0.9418,807
MERCEDES-BENZ,AMG GLC,2020,2024,31885,31885,F,High,0.0248,0.9418,807
MERCEDES-BENZ,AMG GLC,2020,2024,30823,30823,M,Low,0.0211,0.9418,807
MERCEDES-BENZ,AMG GLC,2020,2024,32037,32037,F,High,0.0198,0.9418,807
MERCEDES-BENZ,AMG GLC,2020,2024,31533,31533,A,Low,0.0198,0.9418,807
AUDI,A4 ED,2020,2024,32037,32037,A,Low,0.1417,0.8727,487
AUDI,A4 ED,2020,2024,31186,31186,A,Low,0.1376,0.8727,487
AUDI,A4 ED,2020,2024,30329,30329,A,Low,0.117,0.8727,487
AUDI,A4 ED,2020,2024,31194,31194,A,Low,0.1109,0.8727,487
AUDI,A4 ED,2020,2024,31194,31194,F,High,0.0452,0.8727,487
AUDI,A4 ED,2020,2024,30823,30823,M,Low,0.0452,0.8727,487
AUDI,A4 ED,2020,2024,30335,30335,A,Low,0.039,0.8727,487
AUDI,A4 ED,2020,2024,10003,10003,A,Low,0.037,0.8727,487
AUDI,A4 ED,2020,2024,32115,32115,P,Low,0.0329,0.8727,487
AUDI,A4 ED,2020,2024,31189,31189,F,High,0.0308,0.8727,487
BMW,635,1980,1984,30305,30305,A,Low,0.5176,0.8824,85
BMW,635,1980,1984,30820,30820,A,Low,0.3765,0.8824,85
BMW,635,1980,1984,31424,31424,A,Low,0.3765,0.8824,85
BMW,635,1980,1984,31130,31130,M,Low,0.2824,0.8824,85
BMW,635,1980,1984,31322,31322,A,Low,0.2353,0.8824,85
BMW,635,1980,1984,31534,31534,A,Low,0.2353,0.8824,85
BMW,635,1980,1984,30858,30858,F,High,0.1882,0.8824,85
BMW,635,1980,1984,30202,30202,A,Low,0.1882,0.8824,85
BMW,635,1980,1984,31523,31523,A,Low,0.1882,0.8824,85
BMW,635,1980,1984,31523,31523,F,High,0.1882,0.8824,85
SMC,QUADZILLA STINGER,2005,2009,31322,31322,F,High,0.2368,0.8816,76
SMC,QUADZILLA STINGER,2005,2009,31156,31156,A,Low,0.2105,0.8816,76
SMC,QUADZILLA STINGER,2005,2009,32037,32037,A,Low,0.2105,0.8816,76
SMC,QUADZILLA STINGER,2005,2009,31322,31322,A,Low,0.1974,0.8816,76
SMC,QUADZILLA STINGER,2005,2009,30616,30616,A,Low,0.1974,0.8816,76
SMC,QUADZILLA STINGER,2005,2009,31632,31632,A,Low,0.0658,0.8816,76
SMC,QUADZILLA STINGER,2005,2009,30994,30994,F,High,0.0658,0.8816,76
SMC,QUADZILLA STINGER,2005,2009,31321,31321,A,Low,0.0395,0.8816,76
SMC,QUADZILLA STINGER,2005,2009,32066,32066,F,High,0.0395,0.8816,76
SMC,QUADZILLA STINGER,2005,2009,30968,30968,F,High,0.0263,0.8816,76
VAUXHALL,BRAVA,2000,2004,30305,30305,A,Low,0.3,0.5647,170
VAUXHALL,BRAVA,2000,2004,31321,31321,A,Low,0.2471,0.5647,170
VAUXHALL,BRAVA,2000,2004,32127,32127,F,High,0.1412,0.5647,170
VAUXHALL,BRAVA,2000,2004,31779,31779,F,High,0.1412,0.5647,170
VAUXHALL,BRAVA,2000,2004,32037,32037,A,Low,0.1353,0.5647,170
VAUXHALL,BRAVA,2000,2004,31351,31351,A,Low,0.1235,0.5647,170
VAUXHALL,BRAVA,2000,2004,31156,31156,A,Low,0.1118,0.5647,170
VAUXHALL,BRAVA,2000,2004,31940,31940,A,Low,0.1118,0.5647,170
VAUXHALL,BRAVA,2000,2004,31194,31194,A,Low,0.1118,0.5647,170
VAUXHALL,BRAVA,2000,2004,31942,31942,A,Low,0.1059,0.5647,170
CAN-AM,UNCLASSIFIED,2020,2024,31156,31156,A,Low,0.7571,0.7857,70
CAN-AM,UNCLASSIFIED,2020,2024,30201,30201,P,Low,0.2571,0.7857,70
CAN-AM,UNCLASSIFIED,2020,2024,30776,30776,A,Low,0.2286,0.7857,70
CAN-AM,UNCLASSIFIED,2020,2024,31538,31538,A,Low,0.2286,0.7857,70
CAN-AM,UNCLASSIFIED,2020,2024,30335,30335,A,Low,0.1857,0.7857,70
CAN-AM,UNCLASSIFIED,2020,2024,31322,31322,A,Low,0.0714,0.7857,70
CAN-AM,UNCLASSIFIED,2020,2024,31321,31321,F,High,0.0286,0.7857,70
CAN-AM,UNCLASSIFIED,2020,2024,10019,10019,A,Low,0.0286,0.7857,70
CAN-AM,UNCLASSIFIED,2020,2024,32037,32037,A,Low,0.0286,0.7857,70
CAN-AM,UNCLASSIFIED,2020,2024,30014,30014,F,High,0.0143,0.7857,70
FIAT,MOTOR CARAVAN,2005,2009,31194,31194,A,Low,0.1983,0.6793,237
FIAT,MOTOR CARAVAN,2005,2009,30335,30335,A,Low,0.1772,0.6793,237
FIAT,MOTOR CARAVAN,2005,2009,32048,32048,M,Low,0.1266,0.6793,237
FIAT,MOTOR CARAVAN,2005,2009,30968,30968,F,High,0.1097,0.6793,237
FIAT,MOTOR CARAVAN,2005,2009,31534,31534,A,Low,0.097,0.6793,237
FIAT,MOTOR CARAVAN,2005,2009,31485,31485,F,High,0.097,0.6793,237
FIAT,MOTOR CARAVAN,2005,2009,30867,30867,M,Low,0.0886,0.6793,237
FIAT,MOTOR CARAVAN,2005,2009,32013,32013,A,Low,0.0802,0.6793,237
FIAT,MOTOR CARAVAN,2005,2009,30016,30016,F,High,0.0759,0.6793,237
FIAT,MOTOR CARAVAN,2005,2009,30335,30335,F,High,0.0759,0.6793,237
MCLAREN,F1,2010,2014,32037,32037,A,Low,0.08,0.98,50
MCLAREN,F1,2010,2014,32013,32013,A,Low,0.08,0.98,50
AUTO-TRAIL,MOTOR HOME,2000,2004,30335,30335,A,Low,0.7377,0.6393,61
AUTO-TRAIL,MOTOR HOME,2000,2004,30329,30329,A,Low,0.5082,0.6393,61
AUTO-TRAIL,MOTOR HOME,2000,2004,32127,32127,F,High,0.4918,0.6393,61
AUTO-TRAIL,MOTOR HOME,2000,2004,31533,31533,F,High,0.2459,0.6393,61
AUTO-TRAIL,MOTOR HOME,2000,2004,31194,31194,A,Low,0.1311,0.6393,61
AUTO-TRAIL,MOTOR HOME,2000,2004,31523,31523,A,Low,0.1311,0.6393,61
AUTO-TRAIL,MOTOR HOME,2000,2004,31515,31515,A,Low,0.082,0.6393,61
AUTO-TRAIL,MOTOR HOME,2000,2004,30305,30305,A,Low,0.082,0.6393,61
AUTO-TRAIL,MOTOR HOME,2000,2004,31485,31485,F,High,0.082,0.6393,61
AUTO-TRAIL,MOTOR HOME,2000,2004,31485,31485,A,Low,0.0656,0.6393,61
BMW,X6 M50D,2015,2019,31194,31194,A,Low,1.2923,0.9385,65
BMW,X6 M50D,2015,2019,31189,31189,F,High,0.1231,0.9385,65
BMW,X6 M50D,2015,2019,30329,30329,A,Low,0.0923,0.9385,65
BMW,X6 M50D,2015,2019,32037,32037,A,Low,0.0308,0.9385,65
BMW,X6 M50D,2015,2019,10001,10001,A,Low,0.0154,0.9385,65
MERCEDES-BENZ,SLC,2020,2024,31194,31194,A,Low,1.6354,0.9427,192
MERCEDES-BENZ,SLC,2020,2024,30329,30329,A,Low,0.3854,0.9427,192
MERCEDES-BENZ,SLC,2020,2024,32037,32037,A,Low,0.0469,0.9427,192
MERCEDES-BENZ,SLC,2020,2024,31186,31186,A,Low,0.026,0.9427,192
MERCEDES-BENZ,SLC,2020,2024,31189,31189,F,High,0.026,0.9427,192
MERCEDES-BENZ,SLC,2020,2024,32036,32036,A,Low,0.0208,0.9427,192
MERCEDES-BENZ,SLC,2020,2024,31195,31195,A,Low,0.0156,0.9427,192
MERCEDES-BENZ,SLC,2020,2024,30200,30200,P,Low,0.0104,0.9427,192
MERCEDES-BENZ,SLC,2020,2024,31186,31186,F,High,0.0104,0.9427,192
MERCEDES-BENZ,SLC,2020,2024,30823,30823,M,Low,0.0052,0.9427,192
FIAT,AUTO-SLEEPERS,2020,2024,30898,30898,P,Low,0.4898,0.8571,98
FIAT,AUTO-SLEEPERS,2020,2024,31085,31085,M,Low,0.3673,0.8571,98
FIAT,AUTO-SLEEPERS,2020,2024,30895,30895,P,Low,0.0204,0.8571,98
FIAT,AUTO-SLEEPERS,2020,2024,31885,31885,F,High,0.0204,0.8571,98
FIAT,AUTO-SLEEPERS,2020,2024,31938,31938,F,High,0.0204,0.8571,98
FIAT,AUTO-SLEEPERS,2020,2024,32109,32109,P,Low,0.0204,0.8571,98
FIAT,AUTO-SLEEPERS,2020,2024,10001,10001,A,Low,0.0102,0.8571,98
FIAT,AUTO-SLEEPERS,2020,2024,31186,31186,F,High,0.0102,0.8571,98
FIAT,AUTO-SLEEPERS,2020,2024,30013,30013,F,High,0.0102,0.8571,98
FIAT,AUTO-SLEEPERS,2020,2024,10002,10002,A,Low,0.0102,0.8571,98
SEAT,CORDOBA,1995,1999,32037,32037,A,Low,0.6234,0.5325,77
SEAT,CORDOBA,1995,1999,31194,31194,A,Low,0.5714,0.5325,77
SEAT,CORDOBA,1995,1999,31156,31156,A,Low,0.5065,0.5325,77
SEAT,CORDOBA,1995,1999,31292,31292,A,Low,0.4935,0.5325,77
SEAT,CORDOBA,1995,1999,30305,30305,A,Low,0.3636,0.5325,77
SEAT,CORDOBA,1995,1999,31002,31002,A,Low,0.2857,0.5325,77
SEAT,CORDOBA,1995,1999,32108,32108,A,Low,0.2857,0.5325,77
SEAT,CORDOBA,1995,1999,31940,31940,A,Low,0.2727,0.5325,77
SEAT,CORDOBA,1995,1999,30202,30202,A,Low,0.2597,0.5325,77
SEAT,CORDOBA,1995,1999,32131,32131,F,High,0.2597,0.5325,77
NISSAN,KUBISTAR,2000,2004,31194,31194,A,Low,0.4039,0.4853,307
NISSAN,KUBISTAR,2000,2004,30305,30305,A,Low,0.2671,0.4853,307
NISSAN,KUBISTAR,2000,2004,31940,31940,A,Low,0.2443,0.4853,307
NISSAN,KUBISTAR,2000,2004,30335,30335,A,Low,0.2313,0.4853,307
NISSAN,KUBISTAR,2000,2004,31084,31084,M,Low,0.1857,0.4853,307
NISSAN,KUBISTAR,2000,2004,31606,31606,F,High,0.1596,0.4853,307
NISSAN,KUBISTAR,2000,2004,32041,32041,F,High,0.1336,0.4853,307
NISSAN,KUBISTAR,2000,2004,32037,32037,A,Low,0.1238,0.4853,307
NISSAN,KUBISTAR,2000,2004,31398,31398,A,Low,0.1238,0.4853,307
NISSAN,KUBISTAR,2000,2004,30616,30616,A,Low,0.1238,0.4853,307
FORD,UNCLASSIFIED,2000,2004,30305,30305,A,Low,0.2471,0.7876,259
FORD,UNCLASSIFIED,2000,2004,31194,31194,A,Low,0.2394,0.7876,259
FORD,UNCLASSIFIED,2000,2004,32037,32037,A,Low,0.2162,0.7876,259
FORD,UNCLASSIFIED,2000,2004,30335,30335,A,Low,0.2046,0.7876,259
FORD,UNCLASSIFIED,2000,2004,31940,31940,A,Low,0.1506,0.7876,259
FORD,UNCLASSIFIED,2000,2004,31380,31380,A,Low,0.1467,0.7876,259
FORD,UNCLASSIFIED,2000,2004,30202,30202,A,Low,0.139,0.7876,259
FORD,UNCLASSIFIED,2000,2004,30329,30329,A,Low,0.1236,0.7876,259
FORD,UNCLASSIFIED,2000,2004,30478,30478,F,High,0.1197,0.7876,259
FORD,UNCLASSIFIED,2000,2004,32013,32013,A,Low,0.1004,0.7876,259
ROVER,200,1995,1999,31604,31604,M,Low,0.2712,0.6907,236
ROVER,200,1995,1999,32037,32037,A,Low,0.2585,0.6907,236
ROVER,200,1995,1999,31194,31194,A,Low,0.2542,0.6907,236
ROVER,200,1995,1999,31533,31533,A,Low,0.2034,0.6907,236
ROVER,200,1995,1999,31940,31940,A,Low,0.178,0.6907,236
ROVER,200,1995,1999,30329,30329,A,Low,0.1525,0.6907,236
ROVER,200,1995,1999,30335,30335,A,Low,0.1525,0.6907,236
ROVER,200,1995,1999,10019,10019,A,Low,0.1398,0.6907,236
ROVER,200,1995,1999,30478,30478,A,Low,0.1144,0.6907,236
ROVER,200,1995,1999,30305,30305,A,Low,0.1144,0.6907,236
MERCEDES-BENZ,CAMPER,2005,2009,31398,31398,A,Low,0.2667,0.8857,105
MERCEDES-BENZ,CAMPER,2005,2009,31268,31268,A,Low,0.2286,0.8857,105
MERCEDES-BENZ,CAMPER,2005,2009,31380,31380,A,Low,0.2286,0.8857,105
MERCEDES-BENZ,CAMPER,2005,2009,31533,31533,A,Low,0.0952,0.8857,105
MERCEDES-BENZ,CAMPER,2005,2009,30305,30305,A,Low,0.0857,0.8857,105
MERCEDES-BENZ,CAMPER,2005,2009,10019,10019,A,Low,0.0762,0.8857,105
MERCEDES-BENZ,CAMPER,2005,2009,32037,32037,A,Low,0.0571,0.8857,105
MERCEDES-BENZ,CAMPER,2005,2009,31002,31002,A,Low,0.0381,0.8857,105
MERCEDES-BENZ,CAMPER,2005,2009,31321,31321,A,Low,0.0381,0.8857,105
MERCEDES-BENZ,CAMPER,2005,2009,31885,31885,F,High,0.0381,0.8857,105
VOLKSWAGEN,CAMPER VAN,1985,1989,31523,31523,A,Low,1.3867,0.6,75
VOLKSWAGEN,CAMPER VAN,1985,1989,31156,31156,A,Low,1.0133,0.6,75
VOLKSWAGEN,CAMPER VAN,1985,1989,31194,31194,A,Low,0.56,0.6,75
VOLKSWAGEN,CAMPER VAN,1985,1989,31940,31940,A,Low,0.5333,0.6,75
VOLKSWAGEN,CAMPER VAN,1985,1989,31084,31084,M,Low,0.4933,0.6,75
VOLKSWAGEN,CAMPER VAN,1985,1989,32132,32132,F,High,0.2933,0.6,75
VOLKSWAGEN,CAMPER VAN,1985,1989,31322,31322,A,Low,0.28,0.6,75
VOLKSWAGEN,CAMPER VAN,1985,1989,32013,32013,A,Low,0.2667,0.6,75
VOLKSWAGEN,CAMPER VAN,1985,1989,30866,30866,F,High,0.24,0.6,75
VOLKSWAGEN,CAMPER VAN,1985,1989,30865,30865,F,High,0.24,0.6,75
VAUXHALL,TIGRA,1995,1999,32037,32037,A,Low,1.4714,0.6835,297
VAUXHALL,TIGRA,1995,1999,31940,31940,A,Low,1.33,0.6835,297
VAUXHALL,TIGRA,1995,1999,31194,31194,A,Low,0.2896,0.6835,297
VAUXHALL,TIGRA,1995,1999,31485,31485,A,Low,0.2694,0.6835,297
VAUXHALL,TIGRA,1995,1999,31226,31226,A,Low,0.2458,0.6835,297
VAUXHALL,TIGRA,1995,1999,31156,31156,A,Low,0.2391,0.6835,297
VAUXHALL,TIGRA,1995,1999,30335,30335,A,Low,0.2054,0.6835,297
VAUXHALL,TIGRA,1995,1999,32115,32115,A,Low,0.1987,0.6835,297
VAUXHALL,TIGRA,1995,1999,31302,31302,A,Low,0.1818,0.6835,297
VAUXHALL,TIGRA,1995,1999,31194,31194,F,High,0.1751,0.6835,297
AUDI,Q3 40,2020,2024,32037,32037,A,Low,0.498,0.9059,510
AUDI,Q3 40,2020,2024,31194,31194,A,Low,0.1314,0.9059,510
AUDI,Q3 40,2020,2024,30329,30329,A,Low,0.1294,0.9059,510
AUDI,Q3 40,2020,2024,31186,31186,F,High,0.0765,0.9059,510
AUDI,Q3 40,2020,2024,10001,10001,A,Low,0.0627,0.9059,510
AUDI,Q3 40,2020,2024,30335,30335,A,Low,0.051,0.9059,510
AUDI,Q3 40,2020,2024,31195,31195,A,Low,0.049,0.9059,510
AUDI,Q3 40,2020,2024,31186,31186,A,Low,0.0471,0.9059,510
AUDI,Q3 40,2020,2024,32115,32115,A,Low,0.0451,0.9059,510
AUDI,Q3 40,2020,2024,10003,10003,A,Low,0.0431,0.9059,510
AUSTIN,MINI RACING,1985,1989,31940,31940,A,Low,0.3786,0.6149,309
AUSTIN,MINI RACING,1985,1989,31156,31156,A,Low,0.3398,0.6149,309
AUSTIN,MINI RACING,1985,1989,31321,31321,A,Low,0.1974,0.6149,309
AUSTIN,MINI RACING,1985,1989,31194,31194,A,Low,0.1715,0.6149,309
AUSTIN,MINI RACING,1985,1989,31864,31864,F,High,0.1715,0.6149,309
AUSTIN,MINI RACING,1985,1989,32041,32041,F,High,0.1553,0.6149,309
AUSTIN,MINI RACING,1985,1989,31043,31043,F,High,0.1553,0.6149,309
AUSTIN,MINI RACING,1985,1989,30994,30994,F,High,0.11,0.6149,309
AUSTIN,MINI RACING,1985,1989,31604,31604,M,Low,0.0906,0.6149,309
AUSTIN,MINI RACING,1985,1989,10019,10019,A,Low,0.0906,0.6149,309
MERCEDES-BENZ,HYMER,2005,2009,31321,31321,A,Low,0.2809,0.809,89
MERCEDES-BENZ,HYMER,2005,2009,32056,32056,M,Low,0.1798,0.809,89
MERCEDES-BENZ,HYMER,2005,2009,30333,30333,A,Low,0.1348,0.809,89
MERCEDES-BENZ,HYMER,2005,2009,30305,30305,A,Low,0.1348,0.809,89
MERCEDES-BENZ,HYMER,2005,2009,30335,30335,A,Low,0.1124,0.809,89
MERCEDES-BENZ,HYMER,2005,2009,31043,31043,F,High,0.0562,0.809,89
MERCEDES-BENZ,HYMER,2005,2009,31108,31108,F,High,0.0449,0.809,89
MERCEDES-BENZ,HYMER,2005,2009,31321,31321,F,High,0.0449,0.809,89
MERCEDES-BENZ,HYMER,2005,2009,30969,30969,A,Low,0.0449,0.809,89
MERCEDES-BENZ,HYMER,2005,2009,31534,31534,A,Low,0.0225,0.809,89
ERWIN HYMER GROUP,UNCLASSIFIED,2020,2024,30898,30898,P,Low,0.1008,0.8655,119
ERWIN HYMER GROUP,UNCLASSIFIED,2020,2024,32049,32049,F,High,0.0336,0.8655,119
ERWIN HYMER GROUP,UNCLASSIFIED,2020,2024,30858,30858,P,Low,0.0336,0.8655,119
ERWIN HYMER GROUP,UNCLASSIFIED,2020,2024,30856,30856,M,Low,0.0252,0.8655,119
ERWIN HYMER GROUP,UNCLASSIFIED,2020,2024,30968,30968,P,Low,0.0252,0.8655,119
ERWIN HYMER GROUP,UNCLASSIFIED,2020,2024,30823,30823,M,Low,0.0252,0.8655,119
ERWIN HYMER GROUP,UNCLASSIFIED,2020,2024,31322,31322,A,Low,0.0168,0.8655,119
ERWIN HYMER GROUP,UNCLASSIFIED,2020,2024,31009,31009,F,High,0.0168,0.8655,119
ERWIN HYMER GROUP,UNCLASSIFIED,2020,2024,32037,32037,A,Low,0.0168,0.8655,119
ERWIN HYMER GROUP,UNCLASSIFIED,2020,2024,31934,31934,F,High,0.0084,0.8655,119
SSANGYONG,MUSSO,2015,2019,30305,30305,A,Low,0.7694,0.6668,2038
SSANGYONG,MUSSO,2015,2019,31194,31194,A,Low,0.4053,0.6668,2038
SSANGYONG,MUSSO,2015,2019,30335,30335,A,Low,0.3871,0.6668,2038
SSANGYONG,MUSSO,2015,2019,31321,31321,A,Low,0.265,0.6668,2038
SSANGYONG,MUSSO,2015,2019,30329,30329,A,Low,0.2198,0.6668,2038
SSANGYONG,MUSSO,2015,2019,31619,31619,A,Low,0.1295,0.6668,2038
SSANGYONG,MUSSO,2015,2019,30499,30499,F,High,0.106,0.6668,2038
SSANGYONG,MUSSO,2015,2019,31084,31084,M,Low,0.0986,0.6668,2038
SSANGYONG,MUSSO,2015,2019,30012,30012,F,High,0.0967,0.6668,2038
SSANGYONG,MUSSO,2015,2019,31227,31227,F,High,0.0962,0.6668,2038
MITSUBISHI,DELICA,1995,1999,31485,31485,A,Low,0.542,0.5725,131
MITSUBISHI,DELICA,1995,1999,31940,31940,A,Low,0.4198,0.5725,131
MITSUBISHI,DELICA,1995,1999,31322,31322,A,Low,0.4198,0.5725,131
MITSUBISHI,DELICA,1995,1999,30677,30677,P,Low,0.3664,0.5725,131
MITSUBISHI,DELICA,1995,1999,30305,30305,A,Low,0.2824,0.5725,131
MITSUBISHI,DELICA,1995,1999,30335,30335,A,Low,0.2214,0.5725,131
MITSUBISHI,DELICA,1995,1999,30329,30329,A,Low,0.2137,0.5725,131
MITSUBISHI,DELICA,1995,1999,31485,31485,F,High,0.1985,0.5725,131
MITSUBISHI,DELICA,1995,1999,31325,31325,M,Low,0.1908,0.5725,131
MITSUBISHI,DELICA,1995,1999,32124,32124,P,Low,0.1832,0.5725,131
AUDI,A3 35,2015,2019,31194,31194,A,Low,0.7179,0.8718,117
AUDI,A3 35,2015,2019,30329,30329,A,Low,0.4786,0.8718,117
AUDI,A3 35,2015,2019,30333,30333,A,Low,0.0684,0.8718,117
AUDI,A3 35,2015,2019,31195,31195,A,Low,0.0513,0.8718,117
AUDI,A3 35,2015,2019,30329,30329,F,High,0.0342,0.8718,117
AUDI,A3 35,2015,2019,32115,32115,A,Low,0.0342,0.8718,117
AUDI,A3 35,2015,2019,30335,30335,A,Low,0.0342,0.8718,117
AUDI,A3 35,2015,2019,30823,30823,M,Low,0.0342,0.8718,117
AUDI,A3 35,2015,2019,31186,31186,F,High,0.0342,0.8718,117
AUDI,A3 35,2015,2019,10003,10003,A,Low,0.0342,0.8718,117
TOYOTA,REGIUS,2000,2004,31194,31194,A,Low,0.233,0.7379,103
TOYOTA,REGIUS,2000,2004,31226,31226,A,Low,0.2233,0.7379,103
TOYOTA,REGIUS,2000,2004,31043,31043,P,Low,0.1845,0.7379,103
TOYOTA,REGIUS,2000,2004,30867,30867,M,Low,0.1553,0.7379,103
TOYOTA,REGIUS,2000,2004,32115,32115,A,Low,0.1553,0.7379,103
TOYOTA,REGIUS,2000,2004,30335,30335,A,Low,0.1456,0.7379,103
TOYOTA,REGIUS,2000,2004,30305,30305,A,Low,0.1456,0.7379,103
TOYOTA,REGIUS,2000,2004,30878,30878,A,Low,0.1165,0.7379,103
TOYOTA,REGIUS,2000,2004,31302,31302,A,Low,0.1165,0.7379,103
TOYOTA,REGIUS,2000,2004,31942,31942,A,Low,0.0777,0.7379,103
DACIA,SANDERO SWAY,2020,2024,31194,31194,A,Low,0.151,0.9067,1629
DACIA,SANDERO SWAY,2020,2024,32037,32037,A,Low,0.0706,0.9067,1629
DACIA,SANDERO SWAY,2020,2024,30329,30329,A,Low,0.0565,0.9067,1629
DACIA,SANDERO SWAY,2020,2024,30333,30333,A,Low,0.0381,0.9067,1629
DACIA,SANDERO SWAY,2020,2024,30335,30335,A,Low,0.0338,0.9067,1629
DACIA,SANDERO SWAY,2020,2024,10003,10003,A,Low,0.0295,0.9067,1629
DACIA,SANDERO SWAY,2020,2024,31322,31322,A,Low,0.0258,0.9067,1629
DACIA,SANDERO SWAY,2020,2024,10019,10019,A,Low,0.0239,0.9067,1629
DACIA,SANDERO SWAY,2020,2024,30895,30895,P,Low,0.0227,0.9067,1629
DACIA,SANDERO SWAY,2020,2024,30858,30858,F,High,0.0172,0.9067,1629
FORD,FOCUS ST-LINE,2020,2024,31194,31194,A,Low,0.4416,0.9033,10228
FORD,FOCUS ST-LINE,2020,2024,30335,30335,A,Low,0.2067,0.9033,10228
FORD,FOCUS ST-LINE,2020,2024,30329,30329,A,Low,0.0745,0.9033,10228
FORD,FOCUS ST-LINE,2020,2024,32037,32037,A,Low,0.0592,0.9033,10228
FORD,FOCUS ST-LINE,2020,2024,31195,31195,A,Low,0.0475,0.9033,10228
FORD,FOCUS ST-LINE,2020,2024,10003,10003,A,Low,0.0349,0.9033,10228
FORD,FOCUS ST-LINE,2020,2024,31194,31194,F,High,0.0328,0.9033,10228
FORD,FOCUS ST-LINE,2020,2024,31186,31186,A,Low,0.0295,0.9033,10228
FORD,FOCUS ST-LINE,2020,2024,10001,10001,A,Low,0.0239,0.9033,10228
FORD,FOCUS ST-LINE,2020,2024,31186,31186,F,High,0.0217,0.9033,10228
FORD,TOURNEO CONNECT,2005,2009,30305,30305,A,Low,0.6413,0.4728,184
FORD,TOURNEO CONNECT,2005,2009,31084,31084,M,Low,0.3207,0.4728,184
FORD,TOURNEO CONNECT,2005,2009,31604,31604,M,Low,0.3152,0.4728,184
FORD,TOURNEO CONNECT,2005,2009,31940,31940,A,Low,0.3152,0.4728,184
FORD,TOURNEO CONNECT,2005,2009,31397,31397,A,Low,0.2826,0.4728,184
FORD,TOURNEO CONNECT,2005,2009,31226,31226,A,Low,0.2663,0.4728,184
FORD,TOURNEO CONNECT,2005,2009,30335,30335,A,Low,0.2554,0.4728,184
FORD,TOURNEO CONNECT,2005,2009,31194,31194,A,Low,0.25,0.4728,184
FORD,TOURNEO CONNECT,2005,2009,31523,31523,F,High,0.2065,0.4728,184
FORD,TOURNEO CONNECT,2005,2009,31485,31485,F,High,0.1793,0.4728,184
MITSUBISHI,UNCLASSIFIED,1990,1994,30858,30858,P,Low,1.2203,0.661,59
MITSUBISHI,UNCLASSIFIED,1990,1994,30895,30895,P,Low,0.678,0.661,59
MITSUBISHI,UNCLASSIFIED,1990,1994,31194,31194,A,Low,0.5763,0.661,59
MITSUBISHI,UNCLASSIFIED,1990,1994,30589,30589,M,Low,0.4237,0.661,59
MITSUBISHI,UNCLASSIFIED,1990,1994,30857,30857,F,High,0.3051,0.661,59
MITSUBISHI,UNCLASSIFIED,1990,1994,31615,31615,A,Low,0.2712,0.661,59
MITSUBISHI,UNCLASSIFIED,1990,1994,32037,32037,A,Low,0.1864,0.661,59
MITSUBISHI,UNCLASSIFIED,1990,1994,32129,32129,F,High,0.1695,0.661,59
MITSUBISHI,UNCLASSIFIED,1990,1994,30621,30621,M,Low,0.1525,0.661,59
MITSUBISHI,UNCLASSIFIED,1990,1994,30201,30201,F,High,0.1525,0.661,59
FIAT,AUTO-TRAIL V,2020,2024,30895,30895,P,Low,0.2133,0.8933,150
