make,model,year_from,year_to,failure_reason,rfr_id,rfr_type_code,severity,frequency,pass_rate,total_tests
TOYOTA,COROLLA HEV,2020,2024,32037,32037,A,Low,0.0377,0.8993,10073
TOYOTA,COROLLA HEV,2020,2024,30858,30858,P,Low,0.0316,0.8993,10073
TOYOTA,COROLLA HEV,2020,2024,30856,30856,M,Low,0.0252,0.8993,10073
TOYOTA,COROLLA HEV,2020,2024,30202,30202,A,Low,0.0223,0.8993,10073
TOYOTA,COROLLA HEV,2020,2024,31194,31194,F,High,0.02,0.8993,10073
TOYOTA,COROLLA HEV,2020,2024,10001,10001,A,Low,0.0189,0.8993,10073
FORD,FIESTA TREND,2020,2024,31194,31194,A,Low,0.2696,0.8769,12170
FORD,FIESTA TREND,2020,2024,32037,32037,A,Low,0.0855,0.8769,12170
FORD,FIESTA TREND,2020,2024,30898,30898,P,Low,0.0819,0.8769,12170
FORD,FIESTA TREND,2020,2024,30329,30329,A,Low,0.0772,0.8769,12170
FORD,FIESTA TREND,2020,2024,32115,32115,A,Low,0.0412,0.8769,12170
FORD,FIESTA TREND,2020,2024,31195,31195,A,Low,0.0309,0.8769,12170
FORD,FIESTA TREND,2020,2024,10003,10003,A,Low,0.0283,0.8769,12170
FORD,FIESTA TREND,2020,2024,30335,30335,A,Low,0.0263,0.8769,12170
FORD,FIESTA TREND,2020,2024,10001,10001,A,Low,0.0231,0.8769,12170
FORD,FIESTA TREND,2020,2024,31186,31186,A,Low,0.0205,0.8769,12170
FORD,TOURNEO CUSTOM,2020,2024,30329,30329,A,Low,0.1574,0.7862,8290
FORD,TOURNEO CUSTOM,2020,2024,30333,30333,A,Low,0.124,0.7862,8290
FORD,TOURNEO CUSTOM,2020,2024,32037,32037,A,Low,0.1226,0.7862,8290
FORD,TOURNEO CUSTOM,2020,2024,31194,31194,A,Low,0.1086,0.7862,8290
FORD,TOURNEO CUSTOM,2020,2024,30335,30335,A,Low,0.1055,0.7862,8290
FORD,TOURNEO CUSTOM,2020,2024,31398,31398,A,Low,0.0791,0.7862,8290
FORD,TOURNEO CUSTOM,2020,2024,30858,30858,F,High,0.0472,0.7862,8290
FORD,TOURNEO CUSTOM,2020,2024,10003,10003,A,Low,0.0449,0.7862,8290
FORD,TOURNEO CUSTOM,2020,2024,10001,10001,A,Low,0.04,0.7862,8290
FORD,TOURNEO CUSTOM,2020,2024,30823,30823,M,Low,0.0374,0.7862,8290
DS,DS7,2020,2024,30329,30329,A,Low,0.5771,0.9187,480
DS,DS7,2020,2024,31194,31194,A,Low,0.3125,0.9187,480
DS,DS7,2020,2024,30335,30335,A,Low,0.225,0.9187,480
DS,DS7,2020,2024,31604,31604,M,Low,0.0958,0.9187,480
DS,DS7,2020,2024,31195,31195,A,Low,0.0938,0.9187,480
DS,DS7,2020,2024,31045,31045,M,Low,0.0938,0.9187,480
DS,DS7,2020,2024,32037,32037,A,Low,0.0667,0.9187,480
DS,DS7,2020,2024,30333,30333,A,Low,0.0479,0.9187,480
DS,DS7,2020,2024,31186,31186,F,High,0.0417,0.9187,480
DS,DS7,2020,2024,31194,31194,F,High,0.0354,0.9187,480
TOYOTA,COROLLA GR,2020,2024,31194,31194,A,Low,0.2482,0.9091,6818
TOYOTA,COROLLA GR,2020,2024,32037,32037,A,Low,0.0965,0.9091,6818
TOYOTA,COROLLA GR,2020,2024,30335,30335,A,Low,0.0755,0.9091,6818
TOYOTA,COROLLA GR,2020,2024,31186,31186,A,Low,0.0744,0.9091,6818
TOYOTA,COROLLA GR,2020,2024,30858,30858,P,Low,0.0355,0.9091,6818
TOYOTA,COROLLA GR,2020,2024,31195,31195,A,Low,0.0317,0.9091,6818
TOYOTA,COROLLA GR,2020,2024,10001,10001,A,Low,0.0317,0.9091,6818
TOYOTA,COROLLA GR,2020,2024,30856,30856,M,Low,0.0299,0.9091,6818
TOYOTA,COROLLA GR,2020,2024,10021,10021,A,Low,0.0283,0.9091,6818
TOYOTA,COROLLA GR,2020,2024,30823,30823,M,Low,0.0263,0.9091,6818
VOLKSWAGEN,TRANSPORTER T30,2020,2024,31194,31194,A,Low,0.2275,0.8287,11766
VOLKSWAGEN,TRANSPORTER T30,2020,2024,30329,30329,A,Low,0.1495,0.8287,11766
VOLKSWAGEN,TRANSPORTER T30,2020,2024,31195,31195,A,Low,0.0756,0.8287,11766
VOLKSWAGEN,TRANSPORTER T30,2020,2024,32037,32037,A,Low,0.056,0.8287,11766
VOLKSWAGEN,TRANSPORTER T30,2020,2024,32115,32115,A,Low,0.0549,0.8287,11766
VOLKSWAGEN,TRANSPORTER T30,2020,2024,30823,30823,M,Low,0.0512,0.8287,11766
VOLKSWAGEN,TRANSPORTER T30,2020,2024,31322,31322,A,Low,0.037,0.8287,11766
VOLKSWAGEN,TRANSPORTER T30,2020,2024,30335,30335,A,Low,0.0359,0.8287,11766
VOLKSWAGEN,TRANSPORTER T30,2020,2024,30895,30895,P,Low,0.035,0.8287,11766
VOLKSWAGEN,TRANSPORTER T30,2020,2024,31186,31186,A,Low,0.032,0.8287,11766
PEUGEOT,HORIZON,2020,2024,31194,31194,A,Low,0.1641,0.8024,658
PEUGEOT,HORIZON,2020,2024,30335,30335,A,Low,0.1125,0.8024,658
PEUGEOT,HORIZON,2020,2024,30858,30858,P,Low,0.0805,0.8024,658
PEUGEOT,HORIZON,2020,2024,32037,32037,A,Low,0.0562,0.8024,658
PEUGEOT,HORIZON,2020,2024,30858,30858,F,High,0.0547,0.8024,658
PEUGEOT,HORIZON,2020,2024,30329,30329,A,Low,0.0426,0.8024,658
PEUGEOT,HORIZON,2020,2024,30856,30856,M,Low,0.0365,0.8024,658
PEUGEOT,HORIZON,2020,2024,31002,31002,A,Low,0.0319,0.8024,658
PEUGEOT,HORIZON,2020,2024,31195,31195,A,Low,0.0304,0.8024,658
PEUGEOT,HORIZON,2020,2024,31186,31186,F,High,0.0228,0.8024,658
VOLKSWAGEN,TOUAREG V6,2020,2024,31194,31194,A,Low,0.5098,0.9156,6565
VOLKSWAGEN,TOUAREG V6,2020,2024,30329,30329,A,Low,0.4233,0.9156,6565
VOLKSWAGEN,TOUAREG V6,2020,2024,31195,31195,A,Low,0.2979,0.9156,6565
VOLKSWAGEN,TOUAREG V6,2020,2024,30335,30335,A,Low,0.1871,0.9156,6565
VOLKSWAGEN,TOUAREG V6,2020,2024,10001,10001,A,Low,0.1407,0.9156,6565
VOLKSWAGEN,TOUAREG V6,2020,2024,32037,32037,A,Low,0.0943,0.9156,6565
VOLKSWAGEN,TOUAREG V6,2020,2024,31186,31186,A,Low,0.0564,0.9156,6565
VOLKSWAGEN,TOUAREG V6,2020,2024,30823,30823,M,Low,0.0526,0.9156,6565
VOLKSWAGEN,TOUAREG V6,2020,2024,10003,10003,A,Low,0.0516,0.9156,6565
VOLKSWAGEN,TOUAREG V6,2020,2024,31194,31194,F,High,0.0341,0.9156,6565
AUDI,A3 S,2020,2024,31194,31194,A,Low,0.5601,0.9057,33285
AUDI,A3 S,2020,2024,32037,32037,A,Low,0.2152,0.9057,33285
AUDI,A3 S,2020,2024,30335,30335,A,Low,0.1243,0.9057,33285
AUDI,A3 S,2020,2024,31186,31186,A,Low,0.082,0.9057,33285
AUDI,A3 S,2020,2024,10001,10001,A,Low,0.0689,0.9057,33285
AUDI,A3 S,2020,2024,32115,32115,A,Low,0.0668,0.9057,33285
AUDI,A3 S,2020,2024,31195,31195,A,Low,0.0615,0.9057,33285
AUDI,A3 S,2020,2024,10003,10003,A,Low,0.0424,0.9057,33285
AUDI,A3 S,2020,2024,30823,30823,M,Low,0.0404,0.9057,33285
AUDI,A3 S,2020,2024,30329,30329,A,Low,0.0381,0.9057,33285
VAUXHALL,CROSSLAND SRI,2020,2024,30335,30335,A,Low,0.3011,0.8972,4038
VAUXHALL,CROSSLAND SRI,2020,2024,32037,32037,A,Low,0.2972,0.8972,4038
VAUXHALL,CROSSLAND SRI,2020,2024,30333,30333,A,Low,0.2187,0.8972,4038
VAUXHALL,CROSSLAND SRI,2020,2024,31194,31194,A,Low,0.2051,0.8972,4038
VAUXHALL,CROSSLAND SRI,2020,2024,10003,10003,A,Low,0.1763,0.8972,4038
VAUXHALL,CROSSLAND SRI,2020,2024,30329,30329,A,Low,0.0986,0.8972,4038
VAUXHALL,CROSSLAND SRI,2020,2024,10001,10001,A,Low,0.0406,0.8972,4038
VAUXHALL,CROSSLAND SRI,2020,2024,31195,31195,A,Low,0.0265,0.8972,4038
VAUXHALL,CROSSLAND SRI,2020,2024,30329,30329,F,High,0.0253,0.8972,4038
VAUXHALL,CROSSLAND SRI,2020,2024,31186,31186,F,High,0.0225,0.8972,4038
BMW,320D M,2020,2024,31194,31194,A,Low,0.3679,0.8744,5382
BMW,320D M,2020,2024,31186,31186,A,Low,0.0684,0.8744,5382
BMW,320D M,2020,2024,30329,30329,A,Low,0.0552,0.8744,5382
BMW,320D M,2020,2024,10001,10001,A,Low,0.0541,0.8744,5382
BMW,320D M,2020,2024,31186,31186,F,High,0.0466,0.8744,5382
BMW,320D M,2020,2024,32037,32037,A,Low,0.0459,0.8744,5382
BMW,320D M,2020,2024,32036,32036,F,High,0.0442,0.8744,5382
BMW,320D M,2020,2024,30477,30477,A,Low,0.0362,0.8744,5382
BMW,320D M,2020,2024,30335,30335,A,Low,0.036,0.8744,5382
BMW,320D M,2020,2024,31195,31195,A,Low,0.0292,0.8744,5382
AEON,COBRA,2020,2024,30616,30616,A,Low,0.0519,0.8701,77
AEON,COBRA,2020,2024,30201,30201,P,Low,0.0519,0.8701,77
AEON,COBRA,2020,2024,30017,30017,F,High,0.039,0.8701,77
AEON,COBRA,2020,2024,30007,30007,F,High,0.026,0.8701,77
AEON,COBRA,2020,2024,30994,30994,F,High,0.026,0.8701,77
AEON,COBRA,2020,2024,31194,31194,A,Low,0.013,0.8701,77
AEON,COBRA,2020,2024,30968,30968,F,High,0.013,0.8701,77
AEON,COBRA,2020,2024,31632,31632,A,Low,0.013,0.8701,77
AEON,COBRA,2020,2024,30329,30329,A,Low,0.013,0.8701,77
AEON,COBRA,2020,2024,30201,30201,F,High,0.013,0.8701,77
BMW,520D XDRIVE,2020,2024,31194,31194,A,Low,0.3232,0.8838,1980
BMW,520D XDRIVE,2020,2024,31186,31186,A,Low,0.1424,0.8838,1980
BMW,520D XDRIVE,2020,2024,31186,31186,F,High,0.048,0.8838,1980
BMW,520D XDRIVE,2020,2024,32036,32036,A,Low,0.0389,0.8838,1980
BMW,520D XDRIVE,2020,2024,30335,30335,A,Low,0.0364,0.8838,1980
BMW,520D XDRIVE,2020,2024,32037,32037,A,Low,0.0338,0.8838,1980
BMW,520D XDRIVE,2020,2024,30823,30823,M,Low,0.0298,0.8838,1980
BMW,520D XDRIVE,2020,2024,10001,10001,A,Low,0.0278,0.8838,1980
BMW,520D XDRIVE,2020,2024,10003,10003,A,Low,0.0273,0.8838,1980
BMW,520D XDRIVE,2020,2024,32036,32036,F,High,0.0263,0.8838,1980
AUDI,E-TRON TECHNIK,2020,2024,31194,31194,A,Low,0.7736,0.9242,8591
AUDI,E-TRON TECHNIK,2020,2024,31195,31195,A,Low,0.1006,0.9242,8591
AUDI,E-TRON TECHNIK,2020,2024,10003,10003,A,Low,0.071,0.9242,8591
AUDI,E-TRON TECHNIK,2020,2024,30335,30335,A,Low,0.0639,0.9242,8591
AUDI,E-TRON TECHNIK,2020,2024,32037,32037,A,Low,0.0558,0.9242,8591
AUDI,E-TRON TECHNIK,2020,2024,30823,30823,M,Low,0.0547,0.9242,8591
AUDI,E-TRON TECHNIK,2020,2024,10001,10001,A,Low,0.0526,0.9242,8591
AUDI,E-TRON TECHNIK,2020,2024,30895,30895,P,Low,0.0476,0.9242,8591
AUDI,E-TRON TECHNIK,2020,2024,31186,31186,A,Low,0.0424,0.9242,8591
AUDI,E-TRON TECHNIK,2020,2024,31186,31186,F,High,0.034,0.9242,8591
VAUXHALL,CORSA E,2020,2024,31194,31194,A,Low,0.3409,0.8074,12527
VAUXHALL,CORSA E,2020,2024,30335,30335,A,Low,0.1304,0.8074,12527
VAUXHALL,CORSA E,2020,2024,31186,31186,A,Low,0.1035,0.8074,12527
VAUXHALL,CORSA E,2020,2024,32037,32037,A,Low,0.0895,0.8074,12527
VAUXHALL,CORSA E,2020,2024,31195,31195,A,Low,0.073,0.8074,12527
VAUXHALL,CORSA E,2020,2024,32036,32036,A,Low,0.0627,0.8074,12527
VAUXHALL,CORSA E,2020,2024,30858,30858,F,High,0.0582,0.8074,12527
VAUXHALL,CORSA E,2020,2024,10003,10003,A,Low,0.0513,0.8074,12527
VAUXHALL,CORSA E,2020,2024,30856,30856,M,Low,0.0477,0.8074,12527
VAUXHALL,CORSA E,2020,2024,30895,30895,P,Low,0.0445,0.8074,12527
BMW,320I AUTO,2020,2024,31194,31194,A,Low,0.1574,0.8588,1353
BMW,320I AUTO,2020,2024,30329,30329,A,Low,0.1523,0.8588,1353
BMW,320I AUTO,2020,2024,31186,31186,A,Low,0.0976,0.8588,1353
BMW,320I AUTO,2020,2024,32037,32037,A,Low,0.0806,0.8588,1353
BMW,320I AUTO,2020,2024,10001,10001,A,Low,0.0525,0.8588,1353
BMW,320I AUTO,2020,2024,30895,30895,P,Low,0.0466,0.8588,1353
BMW,320I AUTO,2020,2024,30335,30335,A,Low,0.0451,0.8588,1353
BMW,320I AUTO,2020,2024,31186,31186,F,High,0.0384,0.8588,1353
BMW,320I AUTO,2020,2024,31321,31321,F,High,0.0288,0.8588,1353
BMW,320I AUTO,2020,2024,31171,31171,F,High,0.0288,0.8588,1353
JAGUAR,XF,2005,2009,31194,31194,A,Low,0.7767,0.6526,17476
JAGUAR,XF,2005,2009,31322,31322,A,Low,0.5505,0.6526,17476
JAGUAR,XF,2005,2009,30335,30335,A,Low,0.407,0.6526,17476
JAGUAR,XF,2005,2009,30329,30329,A,Low,0.2687,0.6526,17476
JAGUAR,XF,2005,2009,31407,31407,A,Low,0.2636,0.6526,17476
JAGUAR,XF,2005,2009,31084,31084,M,Low,0.1642,0.6526,17476
JAGUAR,XF,2005,2009,32037,32037,A,Low,0.1414,0.6526,17476
JAGUAR,XF,2005,2009,31226,31226,A,Low,0.1333,0.6526,17476
JAGUAR,XF,2005,2009,31186,31186,A,Low,0.1296,0.6526,17476
JAGUAR,XF,2005,2009,32013,32013,A,Low,0.1286,0.6526,17476
MINI,MINI,2005,2009,31940,31940,A,Low,0.4518,0.5914,166977
MINI,MINI,2005,2009,31194,31194,A,Low,0.4374,0.5914,166977
MINI,MINI,2005,2009,30335,30335,A,Low,0.3728,0.5914,166977
MINI,MINI,2005,2009,30305,30305,A,Low,0.3472,0.5914,166977
MINI,MINI,2005,2009,31407,31407,A,Low,0.3445,0.5914,166977
MINI,MINI,2005,2009,31322,31322,A,Low,0.2487,0.5914,166977
MINI,MINI,2005,2009,32037,32037,A,Low,0.2298,0.5914,166977
MINI,MINI,2005,2009,31226,31226,A,Low,0.1274,0.5914,166977
MINI,MINI,2005,2009,30329,30329,A,Low,0.1246,0.5914,166977
MINI,MINI,2005,2009,31302,31302,A,Low,0.1042,0.5914,166977
FIAT,SCUDO,2005,2009,31194,31194,A,Low,0.4078,0.4762,5664
FIAT,SCUDO,2005,2009,31940,31940,A,Low,0.3498,0.4762,5664
FIAT,SCUDO,2005,2009,30335,30335,A,Low,0.2609,0.4762,5664
FIAT,SCUDO,2005,2009,31485,31485,F,High,0.2037,0.4762,5664
FIAT,SCUDO,2005,2009,31604,31604,M,Low,0.1783,0.4762,5664
FIAT,SCUDO,2005,2009,30329,30329,A,Low,0.1691,0.4762,5664
FIAT,SCUDO,2005,2009,31606,31606,F,High,0.1529,0.4762,5664
FIAT,SCUDO,2005,2009,32037,32037,A,Low,0.1393,0.4762,5664
FIAT,SCUDO,2005,2009,31485,31485,A,Low,0.1308,0.4762,5664
FIAT,SCUDO,2005,2009,31226,31226,A,Low,0.1294,0.4762,5664
TOYOTA,LANDCRUISER COLORADO,2000,2004,31226,31226,A,Low,0.2666,0.6063,574
TOYOTA,LANDCRUISER COLORADO,2000,2004,30305,30305,A,Low,0.23,0.6063,574
TOYOTA,LANDCRUISER COLORADO,2000,2004,31940,31940,A,Low,0.1725,0.6063,574
TOYOTA,LANDCRUISER COLORADO,2000,2004,31523,31523,A,Low,0.1655,0.6063,574
TOYOTA,LANDCRUISER COLORADO,2000,2004,31322,31322,A,Low,0.1185,0.6063,574
TOYOTA,LANDCRUISER COLORADO,2000,2004,31194,31194,A,Low,0.1167,0.6063,574
TOYOTA,LANDCRUISER COLORADO,2000,2004,31084,31084,M,Low,0.1045,0.6063,574
TOYOTA,LANDCRUISER COLORADO,2000,2004,30335,30335,A,Low,0.101,0.6063,574
TOYOTA,LANDCRUISER COLORADO,2000,2004,30329,30329,A,Low,0.0958,0.6063,574
TOYOTA,LANDCRUISER COLORADO,2000,2004,32018,32018,F,High,0.0941,0.6063,574
MAZDA,2,2005,2009,30305,30305,A,Low,0.3954,0.5362,32093
MAZDA,2,2005,2009,31194,31194,A,Low,0.2989,0.5362,32093
MAZDA,2,2005,2009,32037,32037,A,Low,0.2368,0.5362,32093
MAZDA,2,2005,2009,31407,31407,A,Low,0.1623,0.5362,32093
MAZDA,2,2005,2009,31226,31226,A,Low,0.1598,0.5362,32093
MAZDA,2,2005,2009,30867,30867,M,Low,0.1501,0.5362,32093
MAZDA,2,2005,2009,30335,30335,A,Low,0.1296,0.5362,32093
MAZDA,2,2005,2009,31321,31321,F,High,0.124,0.5362,32093
MAZDA,2,2005,2009,31940,31940,A,Low,0.1093,0.5362,32093
MAZDA,2,2005,2009,30878,30878,A,Low,0.1027,0.5362,32093
MAZDA,2,2010,2014,30305,30305,A,Low,0.2813,0.6156,60805
MAZDA,2,2010,2014,31194,31194,A,Low,0.2419,0.6156,60805
MAZDA,2,2010,2014,32037,32037,A,Low,0.21,0.6156,60805
MAZDA,2,2010,2014,31407,31407,A,Low,0.1269,0.6156,60805
MAZDA,2,2010,2014,31321,31321,F,High,0.1093,0.6156,60805
MAZDA,2,2010,2014,30335,30335,A,Low,0.1002,0.6156,60805
MAZDA,2,2010,2014,30867,30867,M,Low,0.0787,0.6156,60805
MAZDA,2,2010,2014,31321,31321,A,Low,0.0736,0.6156,60805
MAZDA,2,2010,2014,31485,31485,A,Low,0.0725,0.6156,60805
MAZDA,2,2010,2014,30329,30329,A,Low,0.063,0.6156,60805
MERCEDES-BENZ,CLK,2005,2009,30305,30305,A,Low,0.5306,0.6389,23986
MERCEDES-BENZ,CLK,2005,2009,31194,31194,A,Low,0.4687,0.6389,23986
MERCEDES-BENZ,CLK,2005,2009,30335,30335,A,Low,0.2333,0.6389,23986
MERCEDES-BENZ,CLK,2005,2009,31322,31322,A,Low,0.1839,0.6389,23986
MERCEDES-BENZ,CLK,2005,2009,30329,30329,A,Low,0.1627,0.6389,23986
MERCEDES-BENZ,CLK,2005,2009,31321,31321,A,Low,0.1522,0.6389,23986
MERCEDES-BENZ,CLK,2005,2009,31156,31156,A,Low,0.1457,0.6389,23986
MERCEDES-BENZ,CLK,2005,2009,32037,32037,A,Low,0.1402,0.6389,23986
MERCEDES-BENZ,CLK,2005,2009,31226,31226,A,Low,0.1296,0.6389,23986
MERCEDES-BENZ,CLK,2005,2009,31321,31321,F,High,0.1225,0.6389,23986
FORD,KA,2005,2009,31322,31322,A,Low,0.3242,0.5183,44504
FORD,KA,2005,2009,31194,31194,A,Low,0.3127,0.5183,44504
FORD,KA,2005,2009,32037,32037,A,Low,0.2771,0.5183,44504
FORD,KA,2005,2009,31226,31226,A,Low,0.2623,0.5183,44504
FORD,KA,2005,2009,31485,31485,F,High,0.2321,0.5183,44504
FORD,KA,2005,2009,31940,31940,A,Low,0.1674,0.5183,44504
FORD,KA,2005,2009,31533,31533,A,Low,0.1506,0.5183,44504
FORD,KA,2005,2009,31485,31485,A,Low,0.1468,0.5183,44504
FORD,KA,2005,2009,30335,30335,A,Low,0.1415,0.5183,44504
FORD,KA,2005,2009,31322,31322,F,High,0.1047,0.5183,44504
TOYOTA,RAV4,2005,2009,31194,31194,A,Low,0.3008,0.6237,18714
TOYOTA,RAV4,2005,2009,31226,31226,A,Low,0.273,0.6237,18714
TOYOTA,RAV4,2005,2009,31322,31322,A,Low,0.2581,0.6237,18714
TOYOTA,RAV4,2005,2009,30335,30335,A,Low,0.2292,0.6237,18714
TOYOTA,RAV4,2005,2009,30305,30305,A,Low,0.2148,0.6237,18714
TOYOTA,RAV4,2005,2009,32037,32037,A,Low,0.1848,0.6237,18714
TOYOTA,RAV4,2005,2009,31407,31407,A,Low,0.1685,0.6237,18714
TOYOTA,RAV4,2005,2009,30329,30329,A,Low,0.156,0.6237,18714
TOYOTA,RAV4,2005,2009,31302,31302,A,Low,0.1536,0.6237,18714
TOYOTA,RAV4,2005,2009,32115,32115,A,Low,0.1479,0.6237,18714
LEXUS,IS200,2010,2014,31194,31194,A,Low,0.5686,0.7157,795
LEXUS,IS200,2010,2014,32037,32037,A,Low,0.1887,0.7157,795
LEXUS,IS200,2010,2014,30305,30305,A,Low,0.1774,0.7157,795
LEXUS,IS200,2010,2014,30335,30335,A,Low,0.1409,0.7157,795
LEXUS,IS200,2010,2014,30329,30329,A,Low,0.1321,0.7157,795
LEXUS,IS200,2010,2014,30878,30878,A,Low,0.1283,0.7157,795
LEXUS,IS200,2010,2014,31485,31485,A,Low,0.0956,0.7157,795
LEXUS,IS200,2010,2014,32115,32115,A,Low,0.0855,0.7157,795
LEXUS,IS200,2010,2014,30202,30202,A,Low,0.083,0.7157,795
LEXUS,IS200,2010,2014,31194,31194,F,High,0.078,0.7157,795
FIAT,MOTOR HOME,2000,2004,30335,30335,A,Low,0.1816,0.6801,347
FIAT,MOTOR HOME,2000,2004,31156,31156,A,Low,0.1383,0.6801,347
FIAT,MOTOR HOME,2000,2004,30305,30305,A,Low,0.1268,0.6801,347
FIAT,MOTOR HOME,2000,2004,32037,32037,A,Low,0.1009,0.6801,347
FIAT,MOTOR HOME,2000,2004,31523,31523,A,Low,0.0749,0.6801,347
FIAT,MOTOR HOME,2000,2004,30478,30478,A,Low,0.0605,0.6801,347
FIAT,MOTOR HOME,2000,2004,31485,31485,A,Low,0.0576,0.6801,347
FIAT,MOTOR HOME,2000,2004,31485,31485,F,High,0.0576,0.6801,347
FIAT,MOTOR HOME,2000,2004,31194,31194,A,Low,0.0548,0.6801,347
FIAT,MOTOR HOME,2000,2004,31606,31606,F,High,0.0548,0.6801,347
MITSUBISHI,L300,1995,1999,32037,32037,A,Low,0.4101,0.7266,139
MITSUBISHI,L300,1995,1999,31940,31940,A,Low,0.3813,0.7266,139
MITSUBISHI,L300,1995,1999,30305,30305,A,Low,0.3597,0.7266,139
MITSUBISHI,L300,1995,1999,30202,30202,A,Low,0.3525,0.7266,139
MITSUBISHI,L300,1995,1999,31156,31156,A,Low,0.2662,0.7266,139
MITSUBISHI,L300,1995,1999,31216,31216,A,Low,0.259,0.7266,139
MITSUBISHI,L300,1995,1999,31523,31523,A,Low,0.2518,0.7266,139
MITSUBISHI,L300,1995,1999,30477,30477,A,Low,0.1439,0.7266,139
MITSUBISHI,L300,1995,1999,31533,31533,A,Low,0.1439,0.7266,139
MITSUBISHI,L300,1995,1999,31485,31485,A,Low,0.1151,0.7266,139
VOLKSWAGEN,LUPO,2005,2009,31322,31322,A,Low,0.4482,0.6553,589
VOLKSWAGEN,LUPO,2005,2009,31533,31533,A,Low,0.4312,0.6553,589
VOLKSWAGEN,LUPO,2005,2009,30861,30861,P,Low,0.3209,0.6553,589
VOLKSWAGEN,LUPO,2005,2009,31194,31194,A,Low,0.2598,0.6553,589
VOLKSWAGEN,LUPO,2005,2009,30335,30335,A,Low,0.2054,0.6553,589
VOLKSWAGEN,LUPO,2005,2009,32037,32037,A,Low,0.2054,0.6553,589
VOLKSWAGEN,LUPO,2005,2009,31226,31226,A,Low,0.1579,0.6553,589
VOLKSWAGEN,LUPO,2005,2009,31940,31940,A,Low,0.1222,0.6553,589
VOLKSWAGEN,LUPO,2005,2009,31398,31398,A,Low,0.1138,0.6553,589
VOLKSWAGEN,LUPO,2005,2009,32018,32018,A,Low,0.1138,0.6553,589
PORSCHE,CAYENNE,2005,2009,31194,31194,A,Low,0.9697,0.7676,8162
PORSCHE,CAYENNE,2005,2009,30335,30335,A,Low,0.3896,0.7676,8162
PORSCHE,CAYENNE,2005,2009,31302,31302,A,Low,0.2453,0.7676,8162
PORSCHE,CAYENNE,2005,2009,31084,31084,M,Low,0.2253,0.7676,8162
PORSCHE,CAYENNE,2005,2009,31322,31322,A,Low,0.2078,0.7676,8162
PORSCHE,CAYENNE,2005,2009,30329,30329,A,Low,0.1829,0.7676,8162
PORSCHE,CAYENNE,2005,2009,31407,31407,A,Low,0.1699,0.7676,8162
PORSCHE,CAYENNE,2005,2009,31195,31195,A,Low,0.1415,0.7676,8162
PORSCHE,CAYENNE,2005,2009,32018,32018,A,Low,0.1323,0.7676,8162
PORSCHE,CAYENNE,2005,2009,30878,30878,A,Low,0.132,0.7676,8162
BMW,3,2010,2014,31194,31194,A,Low,0.5563,0.7254,142
BMW,3,2010,2014,32037,32037,A,Low,0.3803,0.7254,142
BMW,3,2010,2014,30335,30335,A,Low,0.2676,0.7254,142
BMW,3,2010,2014,30205,30205,F,High,0.1338,0.7254,142
BMW,3,2010,2014,10001,10001,A,Low,0.1127,0.7254,142
BMW,3,2010,2014,31322,31322,A,Low,0.1056,0.7254,142
BMW,3,2010,2014,30200,30200,F,High,0.0845,0.7254,142
BMW,3,2010,2014,10003,10003,A,Low,0.0775,0.7254,142
BMW,3,2010,2014,32115,32115,A,Low,0.0775,0.7254,142
BMW,3,2010,2014,31194,31194,F,High,0.0704,0.7254,142
VOLVO,S80,2005,2009,31194,31194,A,Low,0.5101,0.6769,3652
VOLVO,S80,2005,2009,31322,31322,A,Low,0.3762,0.6769,3652
VOLVO,S80,2005,2009,31226,31226,A,Low,0.2251,0.6769,3652
VOLVO,S80,2005,2009,30335,30335,A,Low,0.2029,0.6769,3652
VOLVO,S80,2005,2009,30329,30329,A,Low,0.1613,0.6769,3652
VOLVO,S80,2005,2009,32037,32037,A,Low,0.149,0.6769,3652
VOLVO,S80,2005,2009,31397,31397,A,Low,0.1251,0.6769,3652
VOLVO,S80,2005,2009,31084,31084,M,Low,0.1016,0.6769,3652
VOLVO,S80,2005,2009,31940,31940,A,Low,0.0964,0.6769,3652
VOLVO,S80,2005,2009,30823,30823,M,Low,0.0772,0.6769,3652
MINI,COOPER S,2010,2014,31194,31194,A,Low,0.4516,0.8033,16107
MINI,COOPER S,2010,2014,30335,30335,A,Low,0.3327,0.8033,16107
MINI,COOPER S,2010,2014,32037,32037,A,Low,0.2066,0.8033,16107
MINI,COOPER S,2010,2014,31322,31322,A,Low,0.1308,0.8033,16107
MINI,COOPER S,2010,2014,32115,32115,A,Low,0.1175,0.8033,16107
MINI,COOPER S,2010,2014,30333,30333,A,Low,0.1149,0.8033,16107
MINI,COOPER S,2010,2014,31164,31164,A,Low,0.105,0.8033,16107
MINI,COOPER S,2010,2014,30823,30823,M,Low,0.1004,0.8033,16107
MINI,COOPER S,2010,2014,30329,30329,A,Low,0.0964,0.8033,16107
MINI,COOPER S,2010,2014,31084,31084,M,Low,0.0821,0.8033,16107
LEXUS,GS,2010,2014,31194,31194,A,Low,0.4984,0.864,2456
LEXUS,GS,2010,2014,30329,30329,A,Low,0.1038,0.864,2456
LEXUS,GS,2010,2014,30305,30305,A,Low,0.0998,0.864,2456
LEXUS,GS,2010,2014,31322,31322,A,Low,0.0993,0.864,2456
LEXUS,GS,2010,2014,32037,32037,A,Low,0.0965,0.864,2456
